icao24,origin_country,velocity,on_ground
c07973,Canada,1.8,True
0d083e,Mexico,138.52,False
aa2744,United States,61.22,False
aaab1c,United States,190.29,False
a12030,United States,6.69,True
a1dcf2,United States,193.11,False
a37335,United States,202.41,False
7800a8,China,227.31,False
c07966,Canada,280.48,False
a01392,United States,65.95,False
a1a98d,United States,240.61,False
ac65bb,United States,8.23,True
7c3a00,Australia,144.73,False
acc8bd,United States,58.66,False
a06e0b,United States,221.49,False
a37389,United States,218.8,False
a76909,United States,165.84,False
ab7b63,United States,118.77,False
abde5b,United States,69.53,False
a7da5f,United States,211.41,False
0d0804,Mexico,145.85,False
0d0805,Mexico,227.43,False
7c3a3c,Australia,49.29,False
ac65fb,United States,200.71,False
ad1e70,United States,66.52,False
868b50,Japan,178.89,False
e48989,Brazil,206.64,False
a2b691,United States,223.83,False
a9e4f1,United States,30.82,False
e48985,Brazil,247.67,False
e48986,Brazil,146.67,False
ac52e2,United States,189.08,False
abdcfd,United States,188.7,False
a8a017,United States,219.21,False
a05b29,United States,90.15,False
ad734a,United States,261.36,False
a038ff,United States,12.35,True
a145b7,United States,180.21,False
a99686,United States,139.79,False
a86361,United States,100.13,False
ac668d,United States,243.22,False
a05b31,United States,83.95,False
78029e,China,266.84,False
845ce4,Japan,200.21,False
a06e71,United States,98.96,False
acb679,United States,147.46,False
ac536c,United States,219.79,False
add66d,United States,236.26,False
a158c9,United States,198.96,False
aa269d,United States,225.07,False
ac537f,United States,272.36,False
c051da,Canada,160.57,False
c1e7f1,Canada,5.92,True
ac538f,United States,191.57,False
aa6cfa,United States,301.78,False
406f3b,United Kingdom,253.77,False
c818da,New Zealand,132.08,False
c818db,New Zealand,3.6,True
0d06d3,Mexico,216.51,False
a75676,United States,187.95,False
394a04,France,252.13,False
a05b78,United States,189.97,False
394a09,France,271.0,False
7c17b2,Australia,10.29,True
a252ae,United States,223.79,False
7c4d14,Australia,60.8,False
394a17,France,246.42,False
86da5c,Japan,82.89,False
a1a8da,United States,0.0,True
a9960f,United States,80.71,False
a2fe21,United States,201.58,False
7814b7,China,201.21,False
a9961b,United States,236.13,False
ad1e05,United States,160.05,False
adb04a,United States,216.39,False
ab7b02,United States,188.3,False
a1cb05,United States,275.12,False
a4e389,United States,245.33,False
0d06fd,Mexico,213.21,False
8881f3,Viet Nam,172.22,False
a4d04c,United States,152.87,False
04021d,Ethiopia,242.31,False
a9c082,United States,73.71,False
a5ae2f,United States,190.37,False
a7b8ad,United States,5.92,True
a372e0,United States,242.29,False
a6ce36,United States,212.83,False
a42b45,United States,199.1,False
a3c2be,United States,207.23,False
a43e5c,United States,146.6,False
a43e5b,United States,234.36,False
5082f0,Ukraine,244.43,False
ac6622,United States,257.26,False
48c5f9,Poland,167.59,False
ab5980,United States,57.89,False
a42b32,United States,0.0,True
a1de8d,United States,238.41,False
7c053a,Australia,71.64,False
a7db08,United States,68.5,False
a385da,United States,280.33,False
a43e60,United States,245.39,False
394a0c,France,269.03,False
394a0b,France,266.03,False
780231,China,230.62,False
394a0f,France,251.62,False
a05b7e,United States,272.96,False
781569,China,172.82,False
a6ce58,United States,154.32,False
ab5993,United States,182.81,False
a6bb23,United States,31.8,False
a4f5f0,United States,240.52,False
a622bc,United States,222.91,False
aa25a6,United States,78.71,False
0d06c6,Mexico,210.51,False
ac6645,United States,234.72,False
ac5312,United States,146.71,False
a2fe3c,United States,203.44,False
a9704d,United States,275.81,False
a528d6,United States,169.97,False
c05293,Canada,78.4,False
add627,United States,60.56,False
ac5326,United States,278.22,False
abefdd,United States,76.67,False
a4f5a0,United States,226.16,False
a06db4,United States,0.0,True
a8a064,United States,187.88,False
a515ad,United States,103.57,False
acc961,United States,190.78,False
ac6668,United States,211.52,False
aca308,United States,51.57,False
aca309,United States,1.54,True
acb636,United States,214.61,False
adc313,United States,200.46,False
a768c2,United States,214.18,False
3c70c1,Germany,245.88,False
a7b8a1,United States,225.95,False
3c70c5,Germany,272.77,False
3c70c3,Germany,239.04,False
a648d2,United States,43.61,False
ac6679,United States,30.98,False
ac5349,United States,127.58,False
a9969b,United States,267.81,False
a3c2a9,United States,216.77,False
a5f09a,United States,130.99,False
a2fe8f,United States,205.92,False
ad1cde,United States,217.86,False
a768ad,United States,212.76,False
a05ab3,United States,227.09,False
a862f2,United States,79.59,False
4ba9eb,Turkey,87.22,False
4ba9ea,Turkey,178.07,False
86ef28,Japan,242.51,False
a742ec,United States,236.15,False
0d079b,Mexico,185.56,False
a3d722,United States,221.58,False
a92e72,United States,129.01,False
a7db81,United States,112.48,False
040049,Ethiopia,242.27,False
71c012,Republic of Korea,159.61,False
a9e5ae,United States,48.36,False
4ba9e7,Turkey,236.85,False
4ba9e9,Turkey,226.17,False
a5170f,United States,58.73,False
040047,Ethiopia,266.13,False
040046,Ethiopia,249.38,False
4ba9e2,Turkey,253.72,False
845f9f,Japan,226.16,False
a92e81,United States,198.61,False
881c08,Thailand,81.3,False
04004a,Ethiopia,272.49,False
adb0b4,United States,195.15,False
71c006,Republic of Korea,247.14,False
a6bb97,United States,190.54,False
89914c,Taiwan,86.02,False
a742c2,United States,237.24,False
89914e,Taiwan,56.66,False
89914b,Taiwan,108.61,False
a1344f,United States,72.1,False
a3c2fb,United States,149.02,False
ab4840,United States,102.49,False
040032,Ethiopia,243.97,False
a0144e,United States,175.97,False
781642,China,234.55,False
a6ce7d,United States,191.18,False
7c4da0,Australia,26.85,False
4481bf,Belgium,2.83,True
899144,Taiwan,113.69,False
a1ddbb,United States,243.5,False
acb827,United States,254.94,False
acb824,United States,164.5,False
c06796,Canada,46.41,False
89913a,Taiwan,104.65,False
a1210a,United States,54.12,False
ab485e,United States,263.13,False
899150,Taiwan,95.71,False
a3b124,United States,135.7,False
7814be,China,171.42,False
8990a8,Taiwan,258.25,False
8990a4,Taiwan,247.02,False
a54aaa,United States,209.23,False
ac66aa,United States,197.69,False
aba9e7,United States,220.48,False
71c072,Republic of Korea,256.83,False
a79dc4,United States,136.42,False
71c070,Republic of Korea,12.86,True
0d0710,Mexico,254.96,False
a4943f,United States,74.08,False
c05416,Canada,255.75,False
a4943e,United States,253.6,False
8990b2,Taiwan,181.71,False
8990b5,Taiwan,208.97,False
71c069,Republic of Korea,199.09,False
7801b6,China,34.98,True
7801b4,China,220.11,False
a9e701,United States,45.93,False
c8054b,New Zealand,41.07,False
7801b2,China,1.54,True
a5add3,United States,0.06,True
71c061,Republic of Korea,210.17,False
71c062,Republic of Korea,175.98,False
71c060,Republic of Korea,105.86,False
86ef8e,Japan,257.53,False
a2fdec,United States,87.7,False
7c3b43,Australia,0.0,True
71c063,Republic of Korea,206.17,False
ac53b2,United States,136.17,False
7801ad,China,167.81,False
c05430,Canada,215.61,False
840508,Japan,166.94,False
a2679a,United States,234.58,False
a80daf,United States,186.21,False
a1cac9,United States,159.34,False
c06751,Canada,200.23,False
aa6ed1,United States,244.46,False
a1215a,United States,48.87,False
a26793,United States,118.17,False
ad99f9,United States,194.07,False
7c4e55,Australia,71.4,False
a5adf1,United States,247.56,False
ab20ae,United States,94.14,False
ac53d5,United States,80.58,False
ac53be,United States,267.0,False
c06709,Canada,171.85,False
71c030,Republic of Korea,224.01,False
71c031,Republic of Korea,3.6,True
aca3a0,United States,125.76,False
aca3d1,United States,62.26,False
a3615f,United States,203.19,False
c0671b,Canada,201.4,False
ab20e6,United States,139.43,False
ad60b7,United States,260.35,False
71c056,Republic of Korea,193.52,False
a8b2f3,United States,161.93,False
c06724,Canada,276.39,False
e48854,Brazil,121.3,False
040088,Ethiopia,261.43,False
a4945f,United States,208.29,False
a5042b,United States,60.52,False
a49466,United States,50.95,False
71c046,Republic of Korea,278.26,False
04008b,Ethiopia,219.5,False
71c043,Republic of Korea,223.68,False
71c044,Republic of Korea,226.98,False
a8c796,United States,236.23,False
a146ce,United States,108.46,False
a4819b,United States,118.91,False
ac5495,United States,180.9,False
ab349c,United States,8.75,True
0d05eb,Mexico,138.37,False
06a2e9,Qatar,207.78,False
06a2e2,Qatar,236.44,False
a026fc,United States,202.96,False
ab59a2,United States,64.51,False
a7a799,United States,44.86,False
ad7471,United States,219.34,False
a9e784,United States,56.41,False
a399b9,United States,210.02,False
851120,Japan,164.11,False
c1e8fa,Canada,10.8,True
4b8df2,Turkey,238.37,False
a8b44e,United States,215.38,False
a99796,United States,157.98,False
a2a3b6,United States,274.81,False
ab8f0d,United States,218.99,False
a0bf8c,United States,198.34,False
a79dfa,United States,166.99,False
a4e46b,United States,225.92,False
a1cc2f,United States,0.0,True
e48809,Brazil,229.39,False
a8faa6,United States,176.5,False
a43f3c,United States,254.74,False
845daa,Japan,119.66,False
a6246e,United States,211.89,False
a2c9ec,United States,285.53,False
a1cc46,United States,198.34,False
a98445,United States,229.51,False
ad6182,United States,185.17,False
a3b186,United States,142.06,False
a1cc1f,United States,210.05,False
a6bae7,United States,71.2,False
a06f8a,United States,3.09,True
a266db,United States,104.47,False
a99744,United States,203.56,False
c1e8ac,Canada,2.31,True
c1e8c0,Canada,6.17,True
c1e8d4,Canada,4.12,True
a61173,United States,194.98,False
a17c65,United States,153.74,False
0d05e4,Mexico,235.95,False
a399e4,United States,0.0,True
845dcc,Japan,260.9,False
a120a6,United States,54.08,False
a3e9b2,United States,237.4,False
c052d5,Canada,210.88,False
a7ede5,United States,47.69,False
abdf22,United States,286.38,False
a399de,United States,211.41,False
851186,Japan,201.67,False
a3c3e6,United States,216.03,False
a623b3,United States,48.91,False
899128,Taiwan,199.49,False
a67f81,United States,261.44,False
a43f7d,United States,0.0,True
a360b7,United States,274.42,False
a8fc06,United States,212.21,False
899135,Taiwan,215.33,False
899130,Taiwan,133.97,False
a386fb,United States,194.68,False
a78c44,United States,144.75,False
899103,Taiwan,155.07,False
899105,Taiwan,232.91,False
a78c3e,United States,68.29,False
781696,China,245.99,False
899108,Taiwan,244.82,False
899114,Taiwan,214.64,False
899117,Taiwan,208.41,False
7cafb9,Australia,65.59,False
ac4107,United States,66.27,False
78168c,China,279.55,False
ad8766,United States,202.28,False
a13501,United States,67.98,False
ad8769,United States,74.6,False
4ba9c9,Turkey,262.79,False
a9c151,United States,237.76,False
4ba9c8,Turkey,256.78,False
4ba9c2,Turkey,235.2,False
c0407b,Canada,167.15,False
ab7ae4,United States,222.37,False
add734,United States,150.94,False
a85185,United States,241.91,False
a360ea,United States,195.76,False
a05ba2,United States,210.01,False
4ba9d3,Turkey,256.55,False
405bfd,United Kingdom,243.35,False
ab7af5,United States,192.44,False
ac9abc,United States,233.8,False
acfdf4,United States,202.15,False
a67f3b,United States,61.32,False
a26801,United States,64.41,False
ac9aca,United States,30.91,False
ad876e,United States,61.39,False
acb772,United States,47.94,False
a55f6c,United States,169.57,False
a42c75,United States,41.75,False
a2ec85,United States,38.92,False
ae06dc,United States,76.94,False
ac50b9,United States,37.27,False
4ba8ce,Turkey,181.17,False
a4f2ee,United States,219.03,False
8404f3,Japan,88.82,False
7c0831,Australia,51.35,False
a67b81,United States,221.27,False
a43b91,United States,178.27,False
abdc76,United States,179.9,False
a81e5b,United States,200.06,False
a632f6,United States,74.54,False
a07dc8,United States,253.24,False
abef98,United States,227.1,False
4ba8f3,Turkey,223.01,False
a43b85,United States,212.07,False
a80b5b,United States,54.49,False
a752ea,United States,146.15,False
4aab02,Sweden,46.31,False
add3c7,United States,224.04,False
4ba8c8,Turkey,238.58,False
ad70ba,United States,199.42,False
86dd2a,Japan,250.57,False
acfc56,United States,219.46,False
c06472,Canada,58.03,False
781736,China,190.79,False
781737,China,204.48,False
0d09a5,Mexico,172.95,False
a0baa1,United States,5.66,True
a68e4c,United States,155.7,False
a06aba,United States,171.33,False
a3e5fa,United States,215.69,False
a81e27,United States,47.1,False
ac50fa,United States,246.63,False
a1442f,United States,261.03,False
a03765,United States,198.07,False
a27737,United States,217.64,False
c00dea,Canada,204.45,False
aa7f4e,United States,141.03,False
a6cb0d,United States,240.62,False
ab4508,United States,97.13,False
a01112,United States,203.52,False
a02443,United States,183.06,False
7c0841,Australia,67.7,False
3e120a,Germany,67.91,False
abb9b2,United States,216.71,False
7802c5,China,177.78,False
ab9f38,United States,203.07,False
aa7ebc,United States,216.53,False
8991d8,Taiwan,227.72,False
8991d7,Taiwan,165.08,False
ac76a7,United States,183.49,False
a1314e,United States,223.25,False
a3d42b,United States,154.16,False
7802d8,China,190.4,False
ab8c19,United States,237.86,False
a4f414,United States,162.23,False
3e1212,Germany,49.87,False
a2644a,United States,0.0,True
abef16,United States,0.26,True
a0116f,United States,134.12,False
8991a4,Taiwan,4.12,True
a0cdf3,United States,109.98,False
a44db3,United States,218.58,False
aabc11,United States,78.2,False
ab9f54,United States,120.92,False
a56dcf,United States,271.19,False
406d26,United Kingdom,235.96,False
a0379b,United States,274.83,False
c07724,Canada,84.37,False
8991b5,Taiwan,242.02,False
8991b4,Taiwan,127.14,False
8991b3,Taiwan,252.25,False
adc17b,United States,188.29,False
abef2f,United States,252.39,False
a19dff,United States,111.3,False
c00da8,Canada,165.28,False
8991aa,Taiwan,160.61,False
aabc30,United States,82.25,False
a15795,United States,215.02,False
ad1c18,United States,183.64,False
a992e4,United States,73.57,False
ad1c16,United States,13.89,True
acfc05,United States,8.75,True
406d7a,United Kingdom,259.11,False
406d7b,United Kingdom,252.59,False
a40797,United States,265.64,False
a2b45b,United States,0.0,True
c80484,New Zealand,47.85,False
a2fad8,United States,179.65,False
abef54,United States,225.59,False
0acabf,Colombia,82.62,False
a4077d,United States,1.8,True
a01180,United States,210.5,False
0acac0,Colombia,178.09,False
ad83b7,United States,264.6,False
0acac2,Colombia,146.67,False
ade6b0,United States,67.91,False
a4076a,United States,13.38,True
406d4d,United Kingdom,218.07,False
ac0f93,United States,239.15,False
a39781,United States,265.3,False
ad2f75,United States,115.78,False
a992cf,United States,89.06,False
a56db1,United States,101.35,False
ab8c6d,United States,210.04,False
abef79,United States,178.81,False
a9942e,United States,217.9,False
85120e,Japan,75.81,False
a2519f,United States,256.41,False
a07f46,United States,177.23,False
7c4f13,Australia,39.94,False
a8c439,United States,234.56,False
a87453,United States,228.43,False
4ba956,Turkey,240.77,False
a4f494,United States,76.25,False
4ba952,Turkey,246.98,False
a7b779,United States,114.85,False
4ba94a,Turkey,266.92,False
a7fde4,United States,1.29,True
c00e6c,Canada,0.06,True
a023a5,United States,259.02,False
a99456,United States,45.18,False
7816a2,China,161.45,False
c1e5bf,Canada,4.37,False
c1e5d1,Canada,1.29,True
7c19a0,Australia,45.18,False
a50192,United States,198.93,False
7cf496,Australia,0.0,True
7cf490,Australia,1.8,True
acc799,United States,4.37,True
aba78f,United States,126.69,False
e485cd,Brazil,233.41,False
4ba947,Turkey,248.92,False
a2b47f,United States,195.35,False
4ba948,Turkey,242.13,False
4ba945,Turkey,250.15,False
7cf481,Australia,5.4,True
8990e8,Taiwan,185.26,False
8990e1,Taiwan,128.0,False
8990e4,Taiwan,266.89,False
4ba994,Turkey,197.66,False
c829d8,New Zealand,57.52,False
aa7df3,United States,194.27,False
8990de,Taiwan,230.51,False
a8d71c,United States,83.06,False
aca14a,United States,45.81,False
7803a8,China,232.83,False
a5012d,United States,257.48,False
8990f7,Taiwan,135.06,False
8990f6,Taiwan,66.41,False
a06c5e,United States,42.56,False
8990f2,Taiwan,88.9,False
a88737,United States,91.95,False
7803b1,China,217.06,False
acb46a,United States,59.27,False
8990ed,Taiwan,247.59,False
8990ec,Taiwan,200.18,False
c088fb,Canada,110.2,False
8990c0,Taiwan,254.06,False
ac0f03,United States,202.72,False
c062b8,Canada,222.8,False
8990bb,Taiwan,70.96,False
8990bd,Taiwan,241.69,False
c00e5c,Canada,194.46,False
aacf19,United States,220.33,False
aa7dad,United States,231.55,False
a7fdab,United States,227.91,False
c00e55,Canada,266.36,False
8990d0,Taiwan,203.95,False
a6caa1,United States,288.82,False
a87428,United States,154.66,False
a143a3,United States,209.02,False
a81dbc,United States,218.98,False
a5aad5,United States,57.63,False
a32f82,United States,67.51,False
a263dc,United States,100.18,False
a010f7,United States,202.99,False
aa7f2b,United States,0.19,True
c05086,Canada,19.03,True
a526e2,United States,271.64,False
a3e6f0,United States,45.16,False
a646bc,United States,139.57,False
7cf40b,Australia,0.45,True
aa7f27,United States,0.13,True
aa7f25,United States,3.34,True
aa7f23,United States,188.96,False
a2b3a2,United States,0.0,True
c00e24,Canada,234.47,False
a779eb,United States,208.88,False
a81f1f,United States,217.86,False
c803d5,New Zealand,56.63,False
a779ea,United States,211.15,False
a406c9,United States,67.98,False
0d08eb,Mexico,224.16,False
0d08ee,Mexico,151.34,False
a1dc31,United States,242.19,False
c00e14,Canada,73.57,False
7c4dd0,Australia,0.0,True
a143e9,United States,247.19,False
c0509f,Canada,152.7,False
780492,China,111.93,False
780490,China,206.93,False
aa7f06,United States,224.28,False
aa7f05,United States,196.1,False
c05056,Canada,253.05,False
aa7f03,United States,245.41,False
aa7f02,United States,264.45,False
aa7f01,United States,5.14,True
e498f0,Brazil,67.35,False
c05054,Canada,0.0,True
a62191,United States,45.34,False
c0637c,Canada,101.95,False
c05044,Canada,285.74,False
abedc8,United States,211.8,False
78049f,China,117.58,False
c0636c,Canada,148.08,False
86eee4,Japan,7.46,True
ac0dd9,United States,259.08,False
ab3129,United States,97.2,False
7cf451,Australia,11.83,True
7cf452,Australia,10.8,True
aba765,United States,195.18,False
a383f3,United States,184.15,False
c0506b,Canada,212.45,False
a8c44b,United States,216.9,False
a539f5,United States,188.6,False
e485b0,Brazil,232.15,False
c05060,Canada,4.37,True
ac6445,United States,100.96,False
7c3adf,Australia,53.29,False
c06589,Canada,121.8,False
acb4e1,United States,40.39,False
a7ff6a,United States,86.44,False
a7ff72,United States,160.45,False
a4e0ec,United States,137.15,False
c1e896,Canada,1.8,True
c0523f,Canada,45.27,True
a81f83,United States,0.0,True
ad84db,United States,239.46,False
780510,China,217.74,False
a9f6b9,United States,193.11,False
aa11dc,United States,224.76,False
a8c3a2,United States,238.62,False
71c259,Republic of Korea,274.24,False
aaaa90,United States,47.22,False
780522,China,176.57,False
a14502,United States,165.79,False
a8e9fd,United States,245.67,False
a9f6c2,United States,231.56,False
a993ad,United States,281.85,False
71c246,Republic of Korea,151.61,False
71c244,Republic of Korea,219.47,False
71c249,Republic of Korea,171.35,False
7cf636,Australia,0.06,True
c06541,Canada,202.78,False
7cf630,Australia,6.17,True
a3d3f0,United States,284.33,False
a886bf,United States,112.3,False
c0653f,Canada,219.9,False
a67c3a,United States,246.63,False
0d0997,Mexico,210.62,False
c05219,Canada,6.94,True
a7ff31,United States,98.47,False
a7ec02,United States,51.97,False
aca1dd,United States,234.85,False
aca1f1,United States,45.32,False
c06539,Canada,5.14,True
780556,China,97.55,False
0d099a,Mexico,5.92,True
0c605f,Trinidad and Tobago,238.56,False
a886e4,United States,79.71,False
898055,Papua New Guinea,217.08,False
8405f9,Japan,30.35,False
aa5a0e,United States,66.73,False
0c6062,Trinidad and Tobago,212.0,False
744828,Jordan,208.91,False
744827,Jordan,184.63,False
71c208,Republic of Korea,278.18,False
aba91b,United States,62.25,False
acea99,United States,248.98,False
780570,China,221.56,False
ac0fb6,United States,214.87,False
4bca69,Turkey,236.28,False
a43bc6,United States,190.45,False
406e66,United Kingdom,9.77,True
ab44a7,United States,225.01,False
c00eb0,Canada,240.06,False
a88819,United States,168.08,False
a49206,United States,235.12,False
a3c21a,United States,200.34,False
508003,Ukraine,5.92,True
0d0963,Mexico,197.77,False
aba7b0,United States,264.53,False
aca29a,United States,170.12,False
aba7b1,United States,67.8,False
7803ee,China,168.63,False
e49908,Brazil,167.49,False
a1a87e,United States,88.12,False
a7b832,United States,3.6,True
ab57f6,United States,143.02,False
a14588,United States,39.43,False
abca00,United States,227.72,False
c80348,New Zealand,36.19,False
a67bc8,United States,91.7,False
0d0988,Mexico,207.77,False
a8881e,United States,215.12,False
abca08,United States,215.88,False
aa2607,United States,190.76,False
a037b2,United States,211.17,False
a37265,United States,1.54,True
a037b9,United States,199.99,False
7cf4fa,Australia,3.86,True
a3725a,United States,187.76,False
a2fbec,United States,251.9,False
0d0924,Mexico,67.91,False
a9e3c9,United States,53.39,False
7cf4ef,Australia,2.83,True
a2fbf1,United States,218.25,False
7cf4f9,Australia,3.34,True
a49232,United States,174.25,False
e49958,Brazil,241.59,False
4ba905,Turkey,4.12,False
a43bd6,United States,53.29,False
a25278,United States,206.86,False
aaaa64,United States,5.14,True
a43bd1,United States,243.95,False
ae07e4,United States,214.42,False
acfd2c,United States,113.85,False
aabd7f,United States,237.35,False
c8036d,New Zealand,37.04,False
a7424d,United States,131.07,False
c050ae,Canada,1.29,True
0aca5f,Colombia,235.36,False
c050c4,Canada,153.31,False
c050c5,Canada,198.3,False
c050c0,Canada,7.72,True
a4f59b,United States,70.39,False
ab3275,United States,63.56,False
ac789b,United States,191.12,False
7817b4,China,264.39,False
c063cc,Canada,201.08,False
0aca68,Colombia,235.13,False
adc238,United States,203.21,False
a8758b,United States,195.85,False
ad857e,United States,215.67,False
86dcc4,Japan,165.65,False
85134a,Japan,173.98,False
a2a26d,United States,203.13,False
7817cf,China,197.52,False
aca248,United States,60.71,False
7817e0,China,190.55,False
a05a01,United States,305.71,False
a1dd2d,United States,261.87,False
0d07f0,Mexico,168.48,False
a3c24a,United States,11.11,False
ad7284,United States,222.3,False
7804bd,China,178.67,False
a0aa2b,United States,213.19,False
406e10,United Kingdom,244.65,False
406e11,United Kingdom,234.28,False
acfbfd,United States,222.04,False
a264a4,United States,172.27,False
a7fef0,United States,45.81,False
7817fa,China,241.93,False
c050a0,Canada,166.46,False
8991db,Taiwan,122.6,False
4ba869,Turkey,249.04,False
ad727d,United States,4.12,True
ad727c,United States,195.11,False
a7a532,United States,229.06,False
aa6ba6,United States,0.0,True
a7fed3,United States,144.66,False
a3c291,United States,201.05,False
ab4515,United States,262.77,False
c828ea,New Zealand,54.34,False
0d07b3,Mexico,216.88,False
a17a5f,United States,54.35,False
407fea,United Kingdom,62.54,False
a2a1a5,United States,203.74,False
abeea7,United States,213.85,False
aa24a8,United States,51.67,False
407fda,United Kingdom,208.23,False
78057f,China,198.45,False
a9d28a,United States,180.81,False
8418cc,Japan,183.28,False
a7b7c5,United States,216.98,False
aba842,United States,157.01,False
a384d5,United States,237.18,False
ad2ea9,United States,190.67,False
407fcc,United Kingdom,243.38,False
7cf528,Australia,5.14,True
ab3214,United States,280.2,False
a7ed08,United States,117.42,False
c815ef,New Zealand,46.93,False
a42a5c,United States,6.17,True
a7a59f,United States,281.11,False
ab321b,United States,216.73,False
aabbc9,United States,290.38,False
acc857,United States,59.5,False
aabbd0,United States,260.7,False
aba873,United States,67.08,False
e497e7,Brazil,225.69,False
a0aa7c,United States,205.76,False
a92bec,United States,246.14,False
400025,United Kingdom,5.66,False
a9f87d,United States,233.62,False
8a1011,Indonesia,99.67,False
aba891,United States,219.76,False
c05186,Canada,101.82,False
a2b4ea,United States,237.73,False
a55d31,United States,201.78,False
a67d17,United States,219.18,False
a3d4c6,United States,195.51,False
a07fa6,United States,0.77,True
a1ca5f,United States,286.73,False
c0517e,Canada,187.43,False
aba87b,United States,93.15,False
a12455,United States,52.93,False
781940,China,221.57,False
780618,China,65.8,False
a1110d,United States,1.8,True
781945,China,248.06,False
78193a,China,244.02,False
71c353,Republic of Korea,215.04,False
a2edb4,United States,209.62,False
a17df4,United States,0.0,True
a4e714,United States,223.57,False
71c345,Republic of Korea,149.19,False
a1244d,United States,272.12,False
71c348,Republic of Korea,186.06,False
a30dc5,United States,104.08,False
a11136,United States,225.41,False
880c49,Thailand,85.84,False
880c44,Thailand,97.13,False
c82aa1,New Zealand,125.0,False
71c375,Republic of Korea,4.89,True
a0ade2,United States,139.75,False
a2a70f,United States,144.12,False
a2440e,United States,258.73,False
aa1804,United States,31.49,False
a7cb53,United States,204.41,False
ac583f,United States,187.36,False
a90b56,United States,18.63,False
71c318,Republic of Korea,222.43,False
a23148,United States,17.6,False
a1248e,United States,89.55,False
e49c08,Brazil,247.7,False
71c312,Republic of Korea,209.42,False
ab385e,United States,269.23,False
a2dac7,United States,175.3,False
503d26,Lithuania,67.64,False
a6ab74,United States,62.38,False
a972d3,United States,167.69,False
ad7828,United States,220.55,False
a9d5e7,United States,0.0,True
a9c2b3,United States,201.39,False
71c301,Republic of Korea,144.06,False
ab120a,United States,225.48,False
71c304,Republic of Korea,100.23,False
a1babb,United States,179.18,False
71c339,Republic of Korea,180.77,False
a00491,United States,62.16,False
a1245e,United States,204.14,False
71c332,Republic of Korea,136.21,False
71c337,Republic of Korea,161.25,False
a9e8ce,United States,233.35,False
71c335,Republic of Korea,163.3,False
71c336,Republic of Korea,178.03,False
a8eb21,United States,194.56,False
a7de93,United States,185.38,False
71c322,Republic of Korea,209.36,False
a1bac2,United States,225.34,False
aa4c87,United States,267.1,False
a29dee,United States,11.83,True
a37765,United States,97.72,False
a3a155,United States,199.94,False
a9873d,United States,198.87,False
a05f31,United States,232.13,False
a05f37,United States,1.54,True
aca6c0,United States,215.36,False
a029e0,United States,292.83,False
a2318d,United States,30.92,False
aca6c9,United States,276.98,False
a3514f,United States,244.95,False
ad63a1,United States,289.09,False
7cf5e9,Australia,2.57,True
a8b74e,United States,40.68,False
48e95c,Poland,231.68,False
a90ab3,United States,47.66,False
a8540b,United States,66.52,False
c82afb,New Zealand,243.28,False
ac30b6,United States,146.96,False
a2dadf,United States,122.85,False
7cf5cb,Australia,5.14,True
e07191,Argentina,192.38,False
a3a16f,United States,147.5,False
a24493,United States,181.92,False
ad50a9,United States,209.31,False
a7dde1,United States,127.58,False
a3a187,United States,191.36,False
a1118c,United States,35.52,False
a6aaba,United States,204.84,False
ac30c0,United States,206.53,False
e49aa8,Brazil,242.34,True
aaf0ce,United States,215.2,False
a389c0,United States,130.06,False
a149f1,United States,221.85,False
71c398,Republic of Korea,232.04,False
a73410,United States,202.74,False
ad50c9,United States,176.35,False
406b48,United Kingdom,212.96,False
71c391,Republic of Korea,231.36,False
a4d42d,United States,211.25,False
781915,China,245.69,False
aa0531,United States,3.86,True
781919,China,253.97,False
aa0537,United States,39.43,False
7c2b8a,Australia,46.86,False
c0573e,Canada,37.58,False
c0440e,Canada,198.67,False
46dca2,Greece,230.24,False
407e56,United Kingdom,241.03,False
a6275d,United States,48.91,False
c04413,Canada,210.59,False
adb3cb,United States,195.72,False
a3a152,United States,0.0,True
adb476,United States,230.08,False
a243d2,United States,199.82,False
a2dc14,United States,62.68,False
ac69b6,United States,201.89,False
a0af7c,United States,217.1,False
86ddb2,Japan,201.11,False
a389eb,United States,162.72,False
a506d1,United States,97.94,False
a6bf0f,United States,30.11,False
ab6c01,United States,83.06,False
ab6c08,United States,0.0,True
a05f95,United States,3.09,True
7c3e12,Australia,50.99,False
a389de,United States,139.61,False
ada167,United States,197.96,False
7c8089,Australia,41.83,False
a123bf,United States,208.38,False
440669,Austria,167.86,False
a1cf48,United States,243.86,False
a16c3a,United States,215.29,False
86ddd4,Japan,201.9,False
a28c23,United States,166.97,False
acef18,United States,236.6,False
a01805,United States,230.38,False
a41c56,United States,200.47,False
abcf2f,United States,0.0,True
a519b2,United States,224.87,False
ab23b5,United States,154.43,False
7c2b36,Australia,45.1,False
a519b8,United States,296.36,False
ad0f29,United States,155.72,False
a376fe,United States,233.19,False
a0f0aa,United States,64.31,False
a85493,United States,0.0,True
a30f85,United States,138.52,False
ac56d9,United States,278.34,False
a8b760,United States,274.23,False
ac56ba,United States,151.25,False
a3a0cc,United States,213.55,False
ab1122,United States,72.54,False
7c8032,Australia,137.2,False
a3a0cf,United States,1.03,True
aaf111,United States,211.08,False
aaaddc,United States,152.76,False
a3fc98,United States,102.99,False
a7df61,United States,225.74,False
a7a9fb,United States,55.48,False
7c802e,Australia,123.99,False
