ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,ProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,Description,StartDate,EndDate,Status,ProductSubcategoryName,ProductSubcategoryAlternateKey,ProductCategoryKey,ProductCategoryAlternateKey,ProductCategoryName
294,FR-M94S-46,12,LB ,CM ,"HL Mountain Frame - Silver, 46",660.9142,True,Silver,500,375,1240.4545,46,42-46 CM,2.84,1,M ,744.2727,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01,2008-12-27,,Mountain Frames,12,2,2,Components
295,FR-M94S-46,12,LB ,CM ,"HL Mountain Frame - Silver, 46",747.2002,True,Silver,500,375,1364.5,46,42-46 CM,2.84,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01,,Current,Mountain Frames,12,2,2,Components
296,FR-M94B-42,12,LB ,CM ,"HL Mountain Frame - Black, 42",617.0281,True,Black,500,375,1191.1739,42,42-46 CM,2.72,1,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01,2007-12-28,,Mountain Frames,12,2,2,Components
297,FR-M94B-42,12,LB ,CM ,"HL Mountain Frame - Black, 42",653.6971,True,Black,500,375,1226.9091,42,42-46 CM,2.72,1,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01,2008-12-27,,Mountain Frames,12,2,2,Components
298,FR-M94B-42,12,LB ,CM ,"HL Mountain Frame - Black, 42",739.041,True,Black,500,375,1349.6,42,42-46 CM,2.72,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01,,Current,Mountain Frames,12,2,2,Components
299,FR-M94B-44,12,LB ,CM ,"HL Mountain Frame - Black, 44",699.0928,True,Black,500,375,1349.6,44,42-46 CM,2.76,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01,2007-12-28,,Mountain Frames,12,2,2,Components
300,FR-M94B-48,12,LB ,CM ,"HL Mountain Frame - Black, 48",699.0928,True,Black,500,375,1349.6,48,48-52 CM,2.8,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01,2007-12-28,,Mountain Frames,12,2,2,Components
301,FR-M94B-46,12,LB ,CM ,"HL Mountain Frame - Black, 46",617.0281,True,Black,500,375,1191.1739,46,42-46 CM,2.84,1,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01,2007-12-28,,Mountain Frames,12,2,2,Components
302,FR-M94B-46,12,LB ,CM ,"HL Mountain Frame - Black, 46",653.6971,True,Black,500,375,1226.9091,46,42-46 CM,2.84,1,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01,2008-12-27,,Mountain Frames,12,2,2,Components
303,FR-M94B-46,12,LB ,CM ,"HL Mountain Frame - Black, 46",739.041,True,Black,500,375,1349.6,46,42-46 CM,2.84,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01,,Current,Mountain Frames,12,2,2,Components
304,FR-M94B-38,12,LB ,CM ,"HL Mountain Frame - Black, 38",617.0281,True,Black,500,375,1191.1739,38,38-40 CM,2.68,2,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01,2007-12-28,,Mountain Frames,12,2,2,Components
305,FR-M94B-38,12,LB ,CM ,"HL Mountain Frame - Black, 38",653.6971,True,Black,500,375,1226.9091,38,38-40 CM,2.68,2,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01,2008-12-27,,Mountain Frames,12,2,2,Components
306,FR-M94B-38,12,LB ,CM ,"HL Mountain Frame - Black, 38",739.041,True,Black,500,375,1349.6,38,38-40 CM,2.68,2,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01,,Current,Mountain Frames,12,2,2,Components
307,FR-M94S-38,12,LB ,CM ,"HL Mountain Frame - Silver, 38",623.8403,True,Silver,500,375,1204.3248,38,38-40 CM,2.68,2,M ,722.5949,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01,2007-12-28,,Mountain Frames,12,2,2,Components
308,FR-M94S-38,12,LB ,CM ,"HL Mountain Frame - Silver, 38",660.9142,True,Silver,500,375,1240.4545,38,38-40 CM,2.68,2,M ,744.2727,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01,2008-12-27,,Mountain Frames,12,2,2,Components
309,FR-M94S-38,12,LB ,CM ,"HL Mountain Frame - Silver, 38",747.2002,True,Silver,500,375,1364.5,38,38-40 CM,2.68,2,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01,,Current,Mountain Frames,12,2,2,Components
409,FR-M63B-38,12,LB ,CM ,"ML Mountain Frame - Black, 38",185.8193,True,Black,500,375,348.76,38,38-40 CM,2.73,2,M ,209.256,M ,U ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,2012-07-01,2008-12-27,,Mountain Frames,12,2,2,Components
426,FR-M63B-40,12,LB ,CM ,"ML Mountain Frame - Black, 40",185.8193,True,Black,500,375,348.76,40,38-40 CM,2.77,1,M ,209.256,M ,U ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2012-07-01,2008-12-27,,Mountain Frames,12,2,2,Components
427,FR-M63B-44,12,LB ,CM ,"ML Mountain Frame - Black, 44",185.8193,True,Black,500,375,348.76,44,42-46 CM,2.81,1,M ,209.256,M ,U ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2012-07-01,2008-12-27,,Mountain Frames,12,2,2,Components
428,FR-M63B-48,12,LB ,CM ,"ML Mountain Frame - Black, 48",185.8193,True,Black,500,375,348.76,48,48-52 CM,2.85,1,M ,209.256,M ,U ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2012-07-01,2008-12-27,,Mountain Frames,12,2,2,Components
511,FR-M63S-40,12,LB ,CM ,"ML Mountain Frame-W - Silver, 40",199.3757,True,Silver,500,375,364.09,40,38-40 CM,2.77,1,M ,218.454,M ,W ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,2013-07-01,,Current,Mountain Frames,12,2,2,Components
512,FR-M63S-42,12,LB ,CM ,"ML Mountain Frame-W - Silver, 42",199.3757,True,Silver,500,375,364.09,42,42-46 CM,2.81,1,M ,218.454,M ,W ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,2013-07-01,,Current,Mountain Frames,12,2,2,Components
513,FR-M63S-46,12,LB ,CM ,"ML Mountain Frame-W - Silver, 46",199.3757,True,Silver,500,375,364.09,46,42-46 CM,2.85,1,M ,218.454,M ,W ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,2013-07-01,,Current,Mountain Frames,12,2,2,Components
524,FR-M21S-42,12,LB ,CM ,"LL Mountain Frame - Silver, 42",144.5938,True,Silver,500,375,264.05,42,42-46 CM,2.92,1,M ,158.43,L ,U ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",2013-07-01,,Current,Mountain Frames,12,2,2,Components
525,FR-M21S-44,12,LB ,CM ,"LL Mountain Frame - Silver, 44",144.5938,True,Silver,500,375,264.05,44,42-46 CM,2.96,1,M ,158.43,L ,U ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",2013-07-01,,Current,Mountain Frames,12,2,2,Components
526,FR-M21S-48,12,LB ,CM ,"LL Mountain Frame - Silver, 48",144.5938,True,Silver,500,375,264.05,48,48-52 CM,3.0,1,M ,158.43,L ,U ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",2013-07-01,,Current,Mountain Frames,12,2,2,Components
527,FR-M21S-52,12,LB ,CM ,"LL Mountain Frame - Silver, 52",144.5938,True,Silver,500,375,264.05,52,48-52 CM,3.04,1,M ,158.43,L ,U ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",2013-07-01,,Current,Mountain Frames,12,2,2,Components
531,FR-M21B-42,12,LB ,CM ,"LL Mountain Frame - Black, 42",136.785,True,Black,500,375,249.79,42,42-46 CM,2.92,1,M ,149.874,L ,U ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",2013-07-01,,Current,Mountain Frames,12,2,2,Components
532,FR-M21B-44,12,LB ,CM ,"LL Mountain Frame - Black, 44",136.785,True,Black,500,375,249.79,44,42-46 CM,2.96,1,M ,149.874,L ,U ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",2013-07-01,,Current,Mountain Frames,12,2,2,Components
533,FR-M21B-48,12,LB ,CM ,"LL Mountain Frame - Black, 48",136.785,True,Black,500,375,249.79,48,48-52 CM,3.0,1,M ,149.874,L ,U ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",2013-07-01,,Current,Mountain Frames,12,2,2,Components
534,FR-M21B-52,12,LB ,CM ,"LL Mountain Frame - Black, 52",136.785,True,Black,500,375,249.79,52,48-52 CM,3.04,1,M ,149.874,L ,U ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",2013-07-01,,Current,Mountain Frames,12,2,2,Components
549,FR-M63S-38,12,LB ,CM ,"ML Mountain Frame-W - Silver, 38",199.3757,True,Silver,500,375,364.09,38,38-40 CM,2.73,2,M ,218.454,M ,W ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,2013-07-01,,Current,Mountain Frames,12,2,2,Components
550,FR-M21B-40,12,LB ,CM ,"LL Mountain Frame - Black, 40",136.785,True,Black,500,375,249.79,40,38-40 CM,2.88,2,M ,149.874,L ,U ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",2013-07-01,,Current,Mountain Frames,12,2,2,Components
551,FR-M21S-40,12,LB ,CM ,"LL Mountain Frame - Silver, 40",144.5938,True,Silver,500,375,264.05,40,38-40 CM,2.88,2,M ,158.43,L ,U ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",2013-07-01,,Current,Mountain Frames,12,2,2,Components
391,FK-1639,10,0,0,LL Fork,65.8097,True,,500,375,148.22,,,0.0,1,,88.932,L ,,LL Fork,Stout design absorbs shock and offers more precise steering.,2012-07-01,2008-12-27,,Forks,10,2,2,Components
392,FK-5136,10,0,0,ML Fork,77.9176,True,,500,375,175.49,,,0.0,1,,105.294,M ,,ML Fork,Composite road fork with an aluminum steerer tube.,2012-07-01,2008-12-27,,Forks,10,2,2,Components
393,FK-9939,10,0,0,HL Fork,101.8936,True,,500,375,229.49,,,0.0,1,,137.694,H ,,HL Fork,High-performance carbon road fork with curved legs.,2012-07-01,2008-12-27,,Forks,10,2,2,Components
394,HS-0296,11,0,0,LL Headset,15.1848,True,,500,375,34.2,,,0.0,1,,20.52,L ,,LL Headset,Threadless headset provides quality at an economical price.,2012-07-01,2008-12-27,,Headsets,11,2,2,Components
395,HS-2451,11,0,0,ML Headset,45.4168,True,,500,375,102.29,,,0.0,1,,61.374,M ,,ML Headset,Sealed cartridge keeps dirt out.,2012-07-01,2008-12-27,,Headsets,11,2,2,Components
396,HS-3479,11,0,0,HL Headset,55.3801,True,,500,375,124.73,,,0.0,1,,74.838,H ,,HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",2012-07-01,2008-12-27,,Headsets,11,2,2,Components
397,HB-M243,4,0,0,LL Mountain Handlebars,17.978,True,,500,375,40.4909,,,0.0,1,M ,24.2945,L ,,LL Mountain Handlebars,All-purpose bar for on or off-road.,2012-07-01,2008-12-27,,Handlebars,4,2,2,Components
398,HB-M243,4,0,0,LL Mountain Handlebars,19.7758,True,,500,375,44.54,,,0.0,1,M ,26.724,L ,,LL Mountain Handlebars,All-purpose bar for on or off-road.,2013-07-01,,Current,Handlebars,4,2,2,Components
399,HB-M763,4,0,0,ML Mountain Handlebars,24.9932,True,,500,375,56.2909,,,0.0,1,M ,33.7745,M ,,ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,2012-07-01,2008-12-27,,Handlebars,4,2,2,Components
400,HB-M763,4,0,0,ML Mountain Handlebars,27.4925,True,,500,375,61.92,,,0.0,1,M ,37.152,M ,,ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,2013-07-01,,Current,Handlebars,4,2,2,Components
401,HB-M918,4,0,0,HL Mountain Handlebars,48.5453,True,,500,375,109.3364,,,0.0,1,M ,65.6018,H ,,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,2012-07-01,2008-12-27,,Handlebars,4,2,2,Components
402,HB-M918,4,0,0,HL Mountain Handlebars,53.3999,True,,500,375,120.27,,,0.0,1,M ,72.162,H ,,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,2013-07-01,,Current,Handlebars,4,2,2,Components
403,HB-R504,4,0,0,LL Road Handlebars,17.978,True,,500,375,40.4909,,,0.0,1,R ,24.2945,L ,,LL Road Handlebars,Unique shape provides easier reach to the levers.,2012-07-01,2008-12-27,,Handlebars,4,2,2,Components
404,HB-R504,4,0,0,LL Road Handlebars,19.7758,True,,500,375,44.54,,,0.0,1,R ,26.724,L ,,LL Road Handlebars,Unique shape provides easier reach to the levers.,2013-07-01,,Current,Handlebars,4,2,2,Components
405,HB-R720,4,0,0,ML Road Handlebars,24.9932,True,,500,375,56.2909,,,0.0,1,R ,33.7745,M ,,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,2012-07-01,2008-12-27,,Handlebars,4,2,2,Components
406,HB-R720,4,0,0,ML Road Handlebars,27.4925,True,,500,375,61.92,,,0.0,1,R ,37.152,M ,,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,2013-07-01,,Current,Handlebars,4,2,2,Components
407,HB-R956,4,0,0,HL Road Handlebars,48.5453,True,,500,375,109.3364,,,0.0,1,R ,65.6018,H ,,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2012-07-01,2008-12-27,,Handlebars,4,2,2,Components
408,HB-R956,4,0,0,HL Road Handlebars,53.3999,True,,500,375,120.27,,,0.0,1,R ,72.162,H ,,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2013-07-01,,Current,Handlebars,4,2,2,Components
553,HB-T721,4,0,0,LL Touring Handlebars,20.464,True,,500,375,46.09,,,0.0,1,T ,27.654,L ,,LL Touring Handlebars,Unique shape reduces fatigue for entry level riders.,2013-07-01,,Current,Handlebars,4,2,2,Components
554,HB-T928,4,0,0,HL Touring Handlebars,40.6571,True,,500,375,91.57,,,0.0,1,T ,54.942,H ,,HL Touring Handlebars,A light yet stiff aluminum bar for long distance riding.,2013-07-01,,Current,Handlebars,4,2,2,Components
410,FW-M423,17,0,0,LL Mountain Front Wheel,26.9708,True,Black,500,375,60.745,,,0.0,1,M ,36.447,L ,,LL Mountain Front Wheel,Replacement mountain wheel for entry-level rider.,2012-07-01,2008-12-27,,Wheels,17,2,2,Components
411,FW-M762,17,0,0,ML Mountain Front Wheel,92.8071,True,Black,500,375,209.025,,,0.0,1,M ,125.415,M ,,ML Mountain Front Wheel,Replacement mountain wheel for the casual to serious rider.,2012-07-01,2008-12-27,,Wheels,17,2,2,Components
412,FW-M928,17,0,0,HL Mountain Front Wheel,133.2955,True,Black,500,375,300.215,,,0.0,1,M ,180.129,H ,,HL Mountain Front Wheel,High-performance mountain replacement wheel.,2012-07-01,2008-12-27,,Wheels,17,2,2,Components
413,FW-R623,17,G  ,0,LL Road Front Wheel,37.9909,True,Black,500,375,85.565,,,900.0,1,R ,51.339,L ,,LL Road Front Wheel,Replacement road front wheel for entry-level cyclist.,2012-07-01,2008-12-27,,Wheels,17,2,2,Components
414,FW-R762,17,G  ,0,ML Road Front Wheel,110.2829,True,Black,500,375,248.385,,,850.0,1,R ,149.031,M ,,ML Road Front Wheel,Sturdy alloy features a quick-release hub.,2012-07-01,2008-12-27,,Wheels,17,2,2,Components
415,FW-R820,17,G  ,0,HL Road Front Wheel,146.5466,True,Black,500,375,330.06,,,650.0,1,R ,198.036,H ,,HL Road Front Wheel,Strong wheel with double-walled rim.,2012-07-01,2008-12-27,,Wheels,17,2,2,Components
416,FW-T905,17,0,0,Touring Front Wheel,96.7964,True,Black,500,375,218.01,,,0.0,1,T ,130.806,,,Touring Front Wheel,Aerodynamic rims for smooth riding.,2012-07-01,2008-12-27,,Wheels,17,2,2,Components
419,RW-M423,17,0,0,LL Mountain Rear Wheel,38.9588,True,Black,500,375,87.745,,,0.0,1,M ,52.647,L ,,LL Mountain Rear Wheel,Replacement mountain wheel for entry-level rider.,2012-07-01,2008-12-27,,Wheels,17,2,2,Components
420,RW-M762,17,0,0,ML Mountain Rear Wheel,104.7951,True,Black,500,375,236.025,,,0.0,1,M ,141.615,M ,,ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,2012-07-01,2008-12-27,,Wheels,17,2,2,Components
421,RW-M928,17,0,0,HL Mountain Rear Wheel,145.2835,True,Black,500,375,327.215,,,0.0,1,M ,196.329,H ,,HL Mountain Rear Wheel,High-performance mountain replacement wheel.,2012-07-01,2008-12-27,,Wheels,17,2,2,Components
422,RW-R623,17,G  ,0,LL Road Rear Wheel,49.9789,True,Black,500,375,112.565,,,1050.0,1,R ,67.539,L ,,LL Road Rear Wheel,Replacement road rear wheel for entry-level cyclist.,2012-07-01,2008-12-27,,Wheels,17,2,2,Components
423,RW-R762,17,G  ,0,ML Road Rear Wheel,122.2709,True,Black,500,375,275.385,,,1000.0,1,R ,165.231,M ,,ML Road Rear Wheel,Aluminum alloy rim with stainless steel spokes; built for speed.,2012-07-01,2008-12-27,,Wheels,17,2,2,Components
424,RW-R820,17,G  ,0,HL Road Rear Wheel,158.5346,True,Black,500,375,357.06,,,890.0,1,R ,214.236,H ,,HL Road Rear Wheel,Strong rear wheel with double-walled rim.,2012-07-01,2008-12-27,,Wheels,17,2,2,Components
425,RW-T905,17,0,0,Touring Rear Wheel,108.7844,True,Black,500,375,245.01,,,0.0,1,T ,147.006,,,Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,2012-07-01,2008-12-27,,Wheels,17,2,2,Components
492,FR-T98Y-60,16,LB ,CM ,"HL Touring Frame - Yellow, 60",601.7437,True,Yellow,500,375,1003.91,60,60-62 CM,3.08,1,T ,602.346,H ,U ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2013-07-01,,Current,Touring Frames,16,2,2,Components
493,FR-T67Y-62,16,LB ,CM ,"LL Touring Frame - Yellow, 62",199.8519,True,Yellow,500,375,333.42,62,60-62 CM,3.2,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01,,Current,Touring Frames,16,2,2,Components
494,FR-T98Y-46,16,LB ,CM ,"HL Touring Frame - Yellow, 46",601.7437,True,Yellow,500,375,1003.91,46,42-46 CM,2.96,1,T ,602.346,H ,U ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2013-07-01,,Current,Touring Frames,16,2,2,Components
495,FR-T98Y-50,16,LB ,CM ,"HL Touring Frame - Yellow, 50",601.7437,True,Yellow,500,375,1003.91,50,48-52 CM,3.0,1,T ,602.346,H ,U ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2013-07-01,,Current,Touring Frames,16,2,2,Components
496,FR-T98Y-54,16,LB ,CM ,"HL Touring Frame - Yellow, 54",601.7437,True,Yellow,500,375,1003.91,54,54-58 CM,3.04,1,T ,602.346,H ,U ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2013-07-01,,Current,Touring Frames,16,2,2,Components
497,FR-T98U-46,16,LB ,CM ,"HL Touring Frame - Blue, 46",601.7437,True,Blue,500,375,1003.91,46,42-46 CM,2.96,1,T ,602.346,H ,U ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2013-07-01,,Current,Touring Frames,16,2,2,Components
498,FR-T98U-50,16,LB ,CM ,"HL Touring Frame - Blue, 50",601.7437,True,Blue,500,375,1003.91,50,48-52 CM,3.0,1,T ,602.346,H ,U ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2013-07-01,,Current,Touring Frames,16,2,2,Components
499,FR-T98U-54,16,LB ,CM ,"HL Touring Frame - Blue, 54",601.7437,True,Blue,500,375,1003.91,54,54-58 CM,3.04,1,T ,602.346,H ,U ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2013-07-01,,Current,Touring Frames,16,2,2,Components
500,FR-T98U-60,16,LB ,CM ,"HL Touring Frame - Blue, 60",601.7437,True,Blue,500,375,1003.91,60,60-62 CM,3.08,1,T ,602.346,H ,U ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2013-07-01,,Current,Touring Frames,16,2,2,Components
502,FR-T67U-50,16,LB ,CM ,"LL Touring Frame - Blue, 50",199.8519,True,Blue,500,375,333.42,50,48-52 CM,3.1,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01,,Current,Touring Frames,16,2,2,Components
503,FR-T67U-54,16,LB ,CM ,"LL Touring Frame - Blue, 54",199.8519,True,Blue,500,375,333.42,54,54-58 CM,3.14,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01,,Current,Touring Frames,16,2,2,Components
504,FR-T67U-58,16,LB ,CM ,"LL Touring Frame - Blue, 58",199.8519,True,Blue,500,375,333.42,58,54-58 CM,3.16,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01,,Current,Touring Frames,16,2,2,Components
505,FR-T67U-62,16,LB ,CM ,"LL Touring Frame - Blue, 62",199.8519,True,Blue,500,375,333.42,62,60-62 CM,3.2,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01,,Current,Touring Frames,16,2,2,Components
506,FR-T67Y-44,16,LB ,CM ,"LL Touring Frame - Yellow, 44",199.8519,True,Yellow,500,375,333.42,44,42-46 CM,3.02,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01,,Current,Touring Frames,16,2,2,Components
507,FR-T67Y-50,16,LB ,CM ,"LL Touring Frame - Yellow, 50",199.8519,True,Yellow,500,375,333.42,50,48-52 CM,3.1,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01,,Current,Touring Frames,16,2,2,Components
508,FR-T67Y-54,16,LB ,CM ,"LL Touring Frame - Yellow, 54",199.8519,True,Yellow,500,375,333.42,54,54-58 CM,3.14,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01,,Current,Touring Frames,16,2,2,Components
509,FR-T67Y-58,16,LB ,CM ,"LL Touring Frame - Yellow, 58",199.8519,True,Yellow,500,375,333.42,58,54-58 CM,3.16,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01,,Current,Touring Frames,16,2,2,Components
510,FR-T67U-44,16,LB ,CM ,"LL Touring Frame - Blue, 44",199.8519,True,Blue,500,375,333.42,44,42-46 CM,3.02,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01,,Current,Touring Frames,16,2,2,Components
501,RD-2308,9,G  ,0,Rear Derailleur,53.9282,True,Silver,500,375,121.46,,,215.0,1,,72.876,,,Rear Derailleur,Wide-link design.,2013-07-01,,Current,Derailleurs,9,2,2,Components
552,FD-2342,9,G  ,0,Front Derailleur,40.6216,True,Silver,500,375,91.49,,,88.0,1,,54.894,,,Front Derailleur,Wide-link design.,2013-07-01,,Current,Derailleurs,9,2,2,Components
514,RB-9231,6,G  ,0,Rear Brakes,47.286,True,Silver,500,375,106.5,,,317.0,1,,63.9,,,Rear Brakes,,2013-07-01,,Current,Brakes,6,2,2,Components
